"Filename","Vocality","Emotion","Intensity","Statement","Repetition","Speaker","Sex","F0semitoneFrom27.5Hz_sma3nz_amean","F0semitoneFrom27.5Hz_sma3nz_stddevNorm","F0semitoneFrom27.5Hz_sma3nz_percentile20.0","F0semitoneFrom27.5Hz_sma3nz_percentile50.0","F0semitoneFrom27.5Hz_sma3nz_percentile80.0","F0semitoneFrom27.5Hz_sma3nz_pctlrange0.2","F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope","F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope","F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope","F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope","loudness_sma3_amean","loudness_sma3_stddevNorm","loudness_sma3_percentile20.0","loudness_sma3_percentile50.0","loudness_sma3_percentile80.0","loudness_sma3_pctlrange0.2","loudness_sma3_meanRisingSlope","loudness_sma3_stddevRisingSlope","loudness_sma3_meanFallingSlope","loudness_sma3_stddevFallingSlope","spectralFlux_sma3_amean","spectralFlux_sma3_stddevNorm","mfcc1_sma3_amean","mfcc1_sma3_stddevNorm","mfcc2_sma3_amean","mfcc2_sma3_stddevNorm","mfcc3_sma3_amean","mfcc3_sma3_stddevNorm","mfcc4_sma3_amean","mfcc4_sma3_stddevNorm","jitterLocal_sma3nz_amean","jitterLocal_sma3nz_stddevNorm","shimmerLocaldB_sma3nz_amean","shimmerLocaldB_sma3nz_stddevNorm","HNRdBACF_sma3nz_amean","HNRdBACF_sma3nz_stddevNorm","logRelF0.H1.H2_sma3nz_amean","logRelF0.H1.H2_sma3nz_stddevNorm","logRelF0.H1.A3_sma3nz_amean","logRelF0.H1.A3_sma3nz_stddevNorm","F1frequency_sma3nz_amean","F1frequency_sma3nz_stddevNorm","F1bandwidth_sma3nz_amean","F1bandwidth_sma3nz_stddevNorm","F1amplitudeLogRelF0_sma3nz_amean","F1amplitudeLogRelF0_sma3nz_stddevNorm","F2frequency_sma3nz_amean","F2frequency_sma3nz_stddevNorm","F2bandwidth_sma3nz_amean","F2bandwidth_sma3nz_stddevNorm","F2amplitudeLogRelF0_sma3nz_amean","F2amplitudeLogRelF0_sma3nz_stddevNorm","F3frequency_sma3nz_amean","F3frequency_sma3nz_stddevNorm","F3bandwidth_sma3nz_amean","F3bandwidth_sma3nz_stddevNorm","F3amplitudeLogRelF0_sma3nz_amean","F3amplitudeLogRelF0_sma3nz_stddevNorm","alphaRatioV_sma3nz_amean","alphaRatioV_sma3nz_stddevNorm","hammarbergIndexV_sma3nz_amean","hammarbergIndexV_sma3nz_stddevNorm","slopeV0.500_sma3nz_amean","slopeV0.500_sma3nz_stddevNorm","slopeV500.1500_sma3nz_amean","slopeV500.1500_sma3nz_stddevNorm","spectralFluxV_sma3nz_amean","spectralFluxV_sma3nz_stddevNorm","mfcc1V_sma3nz_amean","mfcc1V_sma3nz_stddevNorm","mfcc2V_sma3nz_amean","mfcc2V_sma3nz_stddevNorm","mfcc3V_sma3nz_amean","mfcc3V_sma3nz_stddevNorm","mfcc4V_sma3nz_amean","mfcc4V_sma3nz_stddevNorm","alphaRatioUV_sma3nz_amean","hammarbergIndexUV_sma3nz_amean","slopeUV0.500_sma3nz_amean","slopeUV500.1500_sma3nz_amean","spectralFluxUV_sma3nz_amean","loudnessPeaksPerSec","VoicedSegmentsPerSec","MeanVoicedSegmentLengthSec","StddevVoicedSegmentLengthSec","MeanUnvoicedSegmentLength","StddevUnvoicedSegmentLength","equivalentSoundLevel_dBp"
"03-02-03-01-02-02-08",2,3,1,2,2,8,"f",44.9161,0.04032153,43.741585,44.17206,46.90893,3.167347,13.944605,12.958177,25.651035,17.732813,0.34981242,1.1907425,0.00988877,0.08138306,0.8082514,0.7983626,5.9690456,3.8020725,4.1465364,2.1353908,0.11007519,1.3801626,10.179217,1.1089455,-6.7674103,-2.9028778,2.576162,5.9585238,-14.534667,-2.0544727,0.01028627,1.7479495,0.6726526,0.962158,13.102001,0.3931617,8.648148,0.73689765,16.203316,0.69162095,789.1569,0.3167797,1300.6598,0.24003315,-129.29718,-0.715477,1751.6721,0.13477872,829.845,0.5056701,-117.88104,-0.7674034,2924.0989,0.09644485,716.3546,0.6707466,-120.205246,-0.73183423,-8.285413,-0.912052,19.151318,0.495184,0.14718038,0.23036209,-0.00535173,-1.9790238,0.23824261,0.62228703,17.266768,0.6182465,-22.386463,-0.75379086,-5.3282213,-3.4259422,-42.66487,-0.50240403,-13.935514,24.312452,-0.01301902,0.00931466,0.00678415,1.7429196,0.88105726,0.5025,0.04322904,0.48799998,0.48717138,-36.016796
"03-02-03-02-01-01-08",2,3,2,1,1,8,"f",44.558533,0.0492216,43.305397,44.128063,47.06759,3.7621918,43.3006,24.598618,38.773544,39.835793,0.55692804,1.2740321,0.01078081,0.15167707,1.2570275,1.2462467,8.419173,4.30654,8.429785,4.324281,0.24858786,1.4104384,10.1143265,1.0666983,-10.5232115,-2.2170067,9.700755,1.4646162,-13.546712,-2.0849915,0.01580253,1.1848202,0.8356235,0.9073014,10.970802,0.460846,6.134484,1.7298654,9.907986,1.1886047,738.95374,0.39477393,1154.8158,0.2986704,-137.35947,-0.65768456,1754.8164,0.14612553,807.79407,0.48872066,-112.62135,-0.8228955,2825.5952,0.09387777,722.72906,0.46242204,-112.81711,-0.8176276,-5.505039,-1.6113414,15.080451,0.5391364,0.08942559,0.7095769,-0.00210138,-5.938763,0.51932025,0.6848641,15.833421,0.6407353,-27.704176,-0.7145213,6.3910136,2.898991,-36.512814,-0.63832706,-14.856029,24.438025,-0.02466306,0.00776369,0.01345855,1.7316017,0.8752736,0.53,0.0484768,0.472,0.4974897,-30.249619
"03-02-03-02-01-02-08",2,3,2,1,2,8,"f",44.608776,0.04401632,43.398888,44.144104,47.178715,3.779827,37.598488,26.59536,19.698587,16.994217,0.5133172,1.3041457,0.0101977,0.10359085,1.1419291,1.1317314,8.643971,4.5705724,8.856023,6.360365,0.23269933,1.4456972,9.302976,1.1218134,-7.11811,-3.016397,11.639019,1.1340842,-11.5156355,-2.4658742,0.01474958,1.3794161,0.7949551,0.87001026,11.573222,0.43137723,7.770079,1.1899941,10.71715,0.98043025,670.8355,0.40702695,1104.8918,0.27987292,-146.79944,-0.58133626,1698.6965,0.16409138,829.7675,0.45643863,-113.03,-0.82166123,2796.3274,0.09993982,716.2819,0.5318055,-114.28367,-0.79962176,-6.357458,-1.3049922,16.058569,0.57642066,0.07001732,0.9842069,-0.00189248,-7.2511435,0.48953706,0.69561386,15.740666,0.5490201,-23.157701,-0.83575696,8.715867,1.9938983,-33.774956,-0.75492036,-15.171841,24.803013,-0.02702173,0.00861208,0.01364149,1.7817373,0.9009009,0.51,0.05147815,0.46199998,0.4786397,-30.981611
"03-02-03-02-02-01-08",2,3,2,2,1,8,"f",44.873764,0.0407121,43.652218,44.262554,47.022255,3.370037,50.352943,35.36603,20.67761,16.517778,0.4635142,1.2278364,0.01058343,0.09725612,1.143872,1.1332886,8.153723,5.908679,6.9627185,4.689708,0.17028898,1.4599867,7.8218455,1.4114476,-7.792271,-2.8032482,7.035549,1.7384118,-14.279547,-2.1322148,0.01140332,1.4555674,0.7869884,0.90237206,11.882113,0.3912943,8.769501,0.83432394,11.341402,0.9372138,778.8364,0.38111052,1176.4895,0.29644057,-142.79355,-0.6015614,1765.0048,0.17036754,869.6761,0.5869508,-119.43718,-0.765664,2851.0283,0.09524111,713.4105,0.67523754,-120.28367,-0.75231344,-5.7758355,-1.169351,14.566742,0.56095886,0.13604797,0.20432034,-0.00270128,-3.591611,0.38336405,0.6553345,14.432472,0.70524615,-26.769585,-0.6489453,1.5434657,9.2973,-43.423637,-0.51482934,-14.499847,24.148764,-0.01369878,0.00970837,0.00877454,1.9736842,0.886918,0.4825,0.03269174,0.498,0.48371065,-33.253933
"03-02-03-02-02-02-08",2,3,2,2,2,8,"f",44.693237,0.04230673,43.631134,44.123356,46.781776,3.1506424,34.98955,34.451805,14.636368,3.6639142,0.5047988,1.202662,0.01047058,0.14047347,1.1361626,1.125692,8.016771,6.267844,7.064309,3.8312583,0.19635549,1.4820323,9.050906,1.2466036,-9.422152,-2.364475,7.591337,1.6249379,-15.300245,-2.0694866,0.01212968,1.6347784,0.7146229,0.83984417,11.479536,0.4720354,8.465113,0.7768162,9.392427,1.1654816,825.4344,0.41553897,1039.0624,0.31809852,-134.43481,-0.6587777,1817.0946,0.19228588,859.0304,0.5023879,-112.895424,-0.8144607,2848.4707,0.10703272,684.0112,0.5125465,-113.391266,-0.8056627,-5.873362,-0.9649212,13.735611,0.5187726,0.14146739,0.23123772,-0.00317853,-3.6512365,0.41143313,0.7471957,14.16646,0.7770453,-27.518486,-0.66393805,3.6772435,3.941633,-43.059464,-0.5537183,-13.735866,23.514381,-0.00470529,0.00958373,0.00821204,1.9736842,0.886918,0.5225,0.0426468,0.46599996,0.4623678,-32.65811
"03-02-04-01-01-01-08",2,4,1,1,1,8,"f",44.572166,0.02961725,43.77083,44.08603,45.584026,1.8131981,27.852259,40.0672,7.65225,2.5859554,0.25586292,1.1470653,0.0099676,0.10826736,0.59413475,0.5841671,3.7718713,2.1244283,3.4577465,1.6095732,0.05735673,1.3399975,13.930516,0.9256341,-0.97759795,-16.97236,3.0707612,4.875228,-19.086626,-1.6886501,0.00667714,1.7846442,0.566835,1.2156211,15.459549,0.21908513,7.609353,1.1467426,17.972223,0.4296466,780.91644,0.38868093,1295.9368,0.23559135,-136.34578,-0.6386117,1729.7966,0.2064484,937.0138,0.4256545,-121.28955,-0.7267448,2980.1116,0.06757601,607.5588,0.854322,-124.72712,-0.67345667,-11.746256,-0.70543236,24.133516,0.28934178,0.1526276,0.19304964,-0.00238553,-4.3148494,0.11840289,0.6848975,23.439497,0.45012087,-15.053272,-0.87586075,-4.7546053,-3.5656369,-50.018803,-0.41728672,-15.336881,25.611403,0.00205661,0.00824449,0.01071059,1.9762846,1.2048193,0.35666668,0.18785337,0.38714287,0.44135225,-38.209667
"03-02-04-01-01-02-08",2,4,1,1,2,8,"f",44.768887,0.02991908,43.92444,44.233685,45.91458,1.9901428,13.331028,6.605545,6.1248603,10.856642,0.3278326,1.0290782,0.00975967,0.19122818,0.63626355,0.6265039,2.9029424,1.8197668,3.8283126,1.8046111,0.06839262,1.3096149,14.047454,0.8587133,-4.797813,-4.1680675,1.3572046,11.467275,-22.257547,-1.4209821,0.0063359,1.958961,0.5001404,1.1746453,15.559549,0.28068748,6.9396625,0.95426553,16.494976,0.60765123,860.1202,0.31574106,1258.7621,0.21869802,-110.86798,-0.8428992,1746.0209,0.14527722,947.88947,0.34262922,-103.639465,-0.8649326,3020.0474,0.06471319,561.3821,1.0204372,-107.12177,-0.8056585,-10.485606,-0.71362597,22.544008,0.2975497,0.14796673,0.20519406,0.00074724,14.900286,0.12189528,0.7797351,21.96269,0.43093902,-18.83713,-0.8105574,-5.355568,-3.1956449,-47.302402,-0.4156319,-16.544771,26.995695,-0.00922947,0.00894056,0.00883043,1.4492754,0.73126143,0.71999997,0.2860944,0.5,0.48195434,-37.075523
"03-02-04-01-02-01-08",2,4,1,2,1,8,"f",44.70448,0.04544135,43.72333,44.07982,46.75676,3.0334282,4.2548795,1.4658495,4.8682637,0,0.2982541,1.0961453,0.01057557,0.14266908,0.6249111,0.61433554,2.8827376,1.6610991,3.8700633,2.6402338,0.06057224,1.296657,12.799128,1.187855,-2.5085864,-7.202138,1.2313092,12.18637,-19.924126,-1.608594,0.00623197,2.049058,0.52032745,1.2408293,15.137928,0.29516035,7.6844516,1.0849347,18.478296,0.48134273,724.9362,0.40414646,1311.2618,0.23613638,-135.66501,-0.65435076,1705.0522,0.19591913,952.63257,0.3834817,-114.50686,-0.78602105,2943.9175,0.09894352,775.3058,0.7586278,-118.25815,-0.7236578,-9.27989,-0.754721,21.32046,0.3741958,0.12825958,0.32855302,-0.00398658,-2.4475226,0.11955645,0.6701078,23.15485,0.52790505,-16.970396,-0.79191893,-3.8191862,-4.4308696,-49.817726,-0.38178623,-14.789977,25.233234,0.00986272,0.00913295,0.0087467,1.3059702,0.9416196,0.48999998,0.15530615,0.3885714,0.45401156,-37.854176
"03-02-04-01-02-02-08",2,4,1,2,2,8,"f",44.693737,0.03015122,43.816704,44.100502,46.55215,2.735447,15.362503,11.572218,7.1333327,4.159258,0.2594786,1.0918747,0.009189,0.11214906,0.57238805,0.56319904,3.410912,2.6379046,2.5688903,1.7195477,0.04844612,1.3767967,13.105204,1.012164,-0.9382304,-19.66772,-0.5079189,-29.550201,-20.917204,-1.6583081,0.00691373,2.1422737,0.5055702,1.2531477,15.129311,0.37329262,9.457837,0.96983325,18.765244,0.41006655,811.2947,0.33830628,1335.1547,0.24980403,-124.408714,-0.73978746,1776.3195,0.19584545,1018.97943,0.4435166,-112.40946,-0.80226237,2998.9038,0.089633,679.6909,1.0269111,-115.68703,-0.75006074,-10.571807,-0.572247,22.775166,0.26683056,0.15207702,0.19926581,-0.00360103,-2.7360806,0.09305929,0.7637169,21.983652,0.4926632,-15.755882,-0.9410451,-8.280708,-1.9717171,-51.76472,-0.42479163,-16.765743,27.290531,-0.01042498,0.00889285,0.00686035,1.5414258,0.77821016,0.615,0.02692582,0.518,0.46330982,-39.796307
"03-02-04-02-01-01-08",2,4,2,1,1,8,"f",43.99244,0.08171305,43.834686,44.219673,45.83435,1.9996643,116.75832,91.70663,10.203261,7.8101315,0.24009022,1.197707,0.00960716,0.10180128,0.53790647,0.52829933,4.5589886,3.2375522,4.189785,3.1502075,0.06586744,1.6054409,11.268416,1.0192302,-5.0548882,-3.672617,5.5736194,3.0816607,-16.043507,-1.9427736,0.00985975,2.3319044,0.6898912,1.2455037,13.161495,0.40303877,7.360009,1.3102643,13.6914015,0.7505994,796.66974,0.41415197,1228.6036,0.47139528,-140.60188,-0.62601215,1767.5133,0.19991554,878.01,0.46156466,-123.607376,-0.7297378,2960.7114,0.08933084,730.1849,0.7828808,-125.67433,-0.69797903,-7.112481,-0.8318082,17.538322,0.43696404,0.14204274,0.24334633,-0.00050831,-21.507507,0.14604668,0.8638016,18.982092,0.53714716,-21.104025,-0.70847815,-0.16145451,-133.78731,-47.067043,-0.44152454,-12.787143,22.877693,0.00694168,0.00943913,0.01011443,1.6129032,1.221996,0.32999998,0.14583096,0.39999998,0.46068272,-40.656067
"03-02-04-02-01-02-08",2,4,2,1,2,8,"f",45.03236,0.03565411,43.83665,44.2785,46.66255,2.825901,21.797369,7.504994,18.27736,7.039054,0.22682698,1.1910328,0.00998455,0.08861379,0.5014656,0.49148107,3.5369263,2.7557728,3.1537614,2.1778963,0.06365191,1.3959773,12.545326,0.89717597,-4.2314577,-4.4346824,5.4762607,2.5335402,-16.582443,-1.9422544,0.00999856,1.2583668,0.69013923,1.0057381,13.08323,0.3457556,8.198091,0.75643,13.631348,0.66404915,766.4086,0.4057043,1205.5743,0.2490922,-144.38359,-0.5791376,1682.829,0.19376996,856.79144,0.47625464,-124.56302,-0.70826185,2932.566,0.08770047,538.81836,0.634401,-126.532326,-0.6777556,-9.966083,-0.6436955,18.56985,0.34287694,0.14937386,0.21916829,-0.00170029,-7.80992,0.1400563,0.6683364,19.796114,0.42738646,-21.404829,-0.6557387,0.03817727,401.45328,-48.360382,-0.4657374,-14.9560175,25.763311,0.00167712,0.008841,0.00978983,2.004008,1.2145749,0.33166668,0.13945329,0.39714286,0.45546567,-41.34928
"03-02-04-02-02-01-08",2,4,2,2,1,8,"f",44.85877,0.03494383,43.667976,44.144806,46.881798,3.2138214,16.795069,15.755732,29.522171,21.039371,0.2652483,1.133202,0.00907235,0.13022766,0.57705104,0.5679787,5.202812,3.747758,3.2875876,2.6914349,0.07640728,1.4877672,11.941401,1.08591,-4.7650323,-4.333731,5.190355,2.7859597,-15.256245,-2.0842063,0.01221923,1.7868595,0.7787378,1.0678775,13.131343,0.37052095,8.986398,0.7397401,14.152136,0.6724981,682.6406,0.44109115,1218.8405,0.3397896,-147.62767,-0.567188,1710.5122,0.19402258,795.7356,0.3742369,-118.04026,-0.7656894,2865.5925,0.09713133,706.2536,0.7188859,-120.795845,-0.72255284,-8.57002,-0.8524648,18.166063,0.46655232,0.14023094,0.24227957,-0.00292354,-3.6632423,0.16149884,0.78163904,20.005615,0.55779976,-22.327374,-0.7141858,0.38920918,43.559753,-46.62948,-0.41613227,-14.798463,25.946392,-0.00917581,0.01028068,0.00892775,2.074689,1.048218,0.41599998,0.1406556,0.42999998,0.48438963,-40.029724
"03-02-04-02-02-02-08",2,4,2,2,2,8,"f",44.590893,0.04844969,43.747246,44.336567,46.8036,3.0563545,117.50941,160.85873,5.242302,13.355042,0.33734435,1.2269986,0.0122076,0.10805508,0.72937155,0.717164,5.685164,3.835409,5.3181825,3.0400658,0.10171221,1.50705,9.217344,1.3267374,-11.365712,-1.7847159,8.479027,1.5070295,-17.275124,-1.8698934,0.01574513,4.2138486,0.70004046,0.9769017,12.651134,0.38614282,10.704014,0.56176096,11.6488905,0.7440352,634.35046,0.5508806,1135.7368,0.31289506,-159.71056,-0.4749933,1657.738,0.22233436,783.94025,0.42457756,-117.86129,-0.7908061,2801.4697,0.10083777,721.1934,0.81998086,-119.82934,-0.7586415,-5.7142043,-1.0558522,13.579965,0.5792663,0.1510467,0.2175029,-0.00148833,-7.2462864,0.22180206,0.7553483,16.812302,0.63896483,-28.22328,-0.5618253,3.9265707,3.7307448,-49.37653,-0.3960786,-10.1678095,19.560963,0.00817739,0.01260312,0.0097078,1.6129032,0.814664,0.5275,0.03112475,0.542,0.50209165,-37.315044
"03-02-05-01-01-01-08",2,5,1,1,1,8,"f",42.81956,0.09328891,42.24521,43.692345,44.843605,2.5983963,90.959656,32.340862,37.944626,18.933306,0.49398312,1.3017949,0.01001295,0.10519198,1.0572326,1.0472196,12.251929,10.801513,9.924425,4.777318,0.26176515,1.4625038,11.104955,1.06147,-3.0859854,-5.938108,9.7134495,1.5272752,-10.758975,-2.547122,0.03202826,2.5366085,0.9024385,0.7097539,9.210283,0.5020727,5.679068,1.2585264,10.795904,0.9917391,774.19464,0.39696115,1074.5458,0.3223256,-139.49467,-0.6194619,1852.2821,0.16572972,792.6176,0.5919455,-119.55602,-0.745424,2901.6755,0.1030452,774.0738,0.52055347,-120.18951,-0.73278344,-7.152075,-1.221862,16.551249,0.54575616,0.08723579,0.6153868,-0.00471088,-3.1313512,0.57601,0.68634677,17.085583,0.7096458,-14.939579,-1.2421509,9.859016,1.9815519,-34.488018,-0.70184934,-15.636538,27.372995,-0.00992647,0.01124836,0.01682791,2.036199,1.3729978,0.31166667,0.12428686,0.39333332,0.48998865,-31.637543
"03-02-05-01-01-02-08",2,5,1,1,2,8,"f",43.201927,0.11018183,43.125698,44.065323,45.390606,2.2649078,212.96944,149.14034,40.664375,39.149277,0.54243094,1.2779744,0.01314975,0.11832669,1.208135,1.1949853,12.033671,8.227372,12.1124,6.7082615,0.3277767,1.5996343,12.469637,0.94614273,-2.7060723,-5.8776126,10.235484,1.4060457,-12.770074,-2.0814083,0.02060665,1.9828593,1.0036125,0.78072846,10.841874,0.43628597,5.239991,1.6532936,10.882243,0.8978905,668.7682,0.41662887,1048.8658,0.29508296,-150.14882,-0.5528585,1716.1525,0.20639275,748.07605,0.44394767,-119.30468,-0.763184,2842.345,0.10441791,671.73114,0.5883041,-120.87439,-0.7351986,-8.315461,-0.9374208,17.183771,0.50401986,0.03920216,1.7757771,-0.00500804,-2.5458152,0.72960657,0.8136982,18.616863,0.62834144,-12.717517,-1.2483382,10.651465,1.7799549,-36.15826,-0.6654244,-12.955793,24.509565,-0.0068227,0.00879361,0.02710663,2.050114,1.3824886,0.30666664,0.19669493,0.39333332,0.4795368,-29.28394
"03-02-05-01-02-01-08",2,5,1,2,1,8,"f",43.26806,0.12031681,43.45948,44.147556,46.280632,2.8211517,135.29865,146.94254,34.410908,19.20316,0.48275924,1.2369431,0.01001161,0.10022698,1.1725262,1.1625147,8.357861,5.6453867,5.7156434,3.4870682,0.23310629,1.4095358,11.866779,1.1193806,-1.3609971,-15.465992,8.079203,1.5903352,-10.68456,-2.8446145,0.01820822,2.1647227,0.9630931,1.0292025,11.396841,0.41458085,5.591473,1.77284,11.476461,0.9486655,753.4839,0.39318362,1168.6425,0.3291381,-138.22859,-0.6301981,1816.4442,0.1881167,854.2242,0.6011259,-119.50626,-0.7517987,2869.4678,0.11323608,823.9028,0.66634,-120.89434,-0.7302626,-8.120107,-1.229039,18.101498,0.56435627,0.10537881,0.7198017,-0.00306046,-4.232438,0.5049161,0.6617783,18.450838,0.6832438,-16.682814,-1.2892519,4.59931,3.2680438,-38.044315,-0.69396293,-18.462475,29.82003,-0.02794363,0.00934985,0.02127219,1.7699115,1.1185683,0.38799998,0.3303574,0.59999996,0.4484975,-31.61336
"03-02-05-01-02-02-08",2,5,1,2,2,8,"f",43.268612,0.09611167,42.55304,44.06968,46.00369,3.4506493,119.918655,113.72178,43.373764,26.460442,0.5497442,1.2405839,0.00957987,0.11078182,1.3217825,1.3122026,8.390471,6.621021,6.7523828,4.572351,0.23578453,1.4526844,10.548273,1.2233388,-3.6746838,-5.7203946,7.4217043,1.7733506,-13.241665,-2.2794485,0.01476516,2.3958998,0.82552767,1.0234463,11.8626995,0.40968472,5.479246,1.4311535,11.205131,0.86514527,829.27484,0.33266202,1123.4093,0.30596504,-131.94058,-0.6735737,1894.7711,0.19771862,709.78015,0.58145833,-118.110855,-0.7582084,2961.4517,0.09795805,742.7528,0.63846695,-118.56017,-0.75019103,-7.4636006,-1.1984262,16.847815,0.57200986,0.10678551,0.6361267,-0.00365789,-3.6925886,0.507951,0.69968724,17.223608,0.65876055,-18.4232,-1.1780548,3.6854546,4.25687,-40.765873,-0.57614994,-14.144751,24.619474,-0.01589874,0.01050586,0.01560797,1.754386,1.1086475,0.402,0.16029972,0.40166667,0.4523058,-30.317648
"03-02-05-02-01-01-08",2,5,2,1,1,8,"f",43.208496,0.14469853,43.110405,44.272995,46.066067,2.9556618,144.71027,169.32828,86.70203,43.193836,0.75451213,1.3118968,0.01128108,0.18129972,1.6520944,1.6408132,15.999723,9.653385,14.809747,10.011404,0.54666203,1.5655488,11.132229,1.1032182,-5.053392,-3.8574152,9.24182,1.7824584,-11.902594,-2.3033087,0.05163344,2.5235422,0.99743325,0.7508208,8.640486,0.6886353,4.3744287,4.326178,10.370324,1.823267,650.182,0.4669993,1000.8643,0.33791062,-148.85498,-0.57138234,1698.1294,0.2120975,726.32043,0.6097146,-112.38542,-0.8254939,2795.4763,0.10734092,665.469,0.60772365,-113.91634,-0.797842,-5.950088,-1.3326527,15.518065,0.5173912,0.06066308,0.9743002,-0.00419577,-3.407169,1.1544715,0.81446785,16.529043,0.76617086,-17.805714,-1.0667986,7.755233,2.8758645,-34.849487,-0.6610238,-14.343221,25.24717,-0.02136442,0.00832072,0.02017079,1.9911505,1.1185683,0.41,0.16112109,0.45999998,0.49120262,-24.747234
"03-02-05-02-01-02-08",2,5,2,1,2,8,"f",42.98223,0.1416859,43.3019,44.20437,45.492832,2.1909332,307.01385,300.40555,35.41182,27.389639,0.8211523,1.3207779,0.01060752,0.14859642,1.9293864,1.9187789,18.834726,11.212064,13.615513,7.443886,0.60943854,1.5446266,9.987755,1.1421136,-6.5067244,-2.9642348,8.488765,1.7514998,-14.39728,-1.9965521,0.02553584,1.6337688,1.1492742,0.8107939,7.7885404,0.68562955,6.968656,1.3376244,10.932586,0.97781694,651.6015,0.447092,1027.9456,0.27126727,-146.64024,-0.5768266,1722.7374,0.20325121,646.19324,0.5408356,-114.32493,-0.8105143,2806.6926,0.09923079,657.4837,0.53418505,-114.5063,-0.8035286,-4.321135,-1.8777536,13.394161,0.5888323,0.06321494,0.85191023,-0.00624223,-2.501381,1.3149048,0.7731712,14.710001,0.85217255,-19.690294,-0.9594836,8.634827,2.231453,-39.991898,-0.5607667,-12.893205,24.027658,-0.01573046,0.01037595,0.02415209,1.8518519,0.9367682,0.48499998,0.3292795,0.44799998,0.48840144,-24.62587
"03-02-05-02-02-01-08",2,5,2,2,1,8,"f",42.413513,0.13272433,42.437973,43.9022,45.760258,3.3222847,291.40057,254.09967,28.796095,16.192772,0.81474155,1.2842929,0.01231222,0.15923676,1.880077,1.8677648,18.975607,11.840899,8.631818,4.2719173,0.5383292,1.5194733,11.080362,1.1236482,-2.709785,-7.1478033,7.4559326,2.0077977,-17.554522,-1.8630805,0.02532133,2.3262544,0.90761614,0.88790643,10.238384,0.4921606,7.2026515,1.029158,12.96336,0.77953863,691.6964,0.4350346,1057.324,0.27610198,-138.55576,-0.641465,1784.6973,0.20223947,639.53534,0.5160276,-113.7592,-0.81040394,2884.561,0.0970364,675.29974,0.64139444,-113.772156,-0.8081438,-7.405712,-1.3129278,15.675874,0.6287247,0.08803306,0.78076357,-0.00775815,-1.7022381,1.1368165,0.77501595,15.820538,0.81629324,-14.625026,-1.4129512,6.007594,3.1818998,-45.400326,-0.6172788,-14.47103,24.811234,-0.00511512,0.00683416,0.02594804,1.8099548,0.91533184,0.5025,0.34571484,0.454,0.46991912,-24.76851
"03-02-05-02-02-02-08",2,5,2,2,2,8,"f",42.878136,0.12588368,43.078762,44.193756,46.09213,3.0133667,159.0503,152.11562,38.107105,28.001629,0.7709196,1.3237319,0.01252888,0.11528344,1.7398252,1.7272964,15.412957,11.3729925,10.84722,4.862706,0.44539294,1.5012617,10.201314,1.1933354,-3.363651,-6.029652,7.0949883,2.011658,-15.4978075,-2.085551,0.02426238,1.9374497,0.8447103,0.820148,10.339054,0.47321662,6.1665545,0.95016754,10.870986,1.0588566,706.30914,0.4876235,1026.1383,0.28042683,-144.80125,-0.5964055,1785.0514,0.23549,621.9032,0.5483331,-119.59645,-0.7694133,2867.9255,0.10988779,669.4049,0.7165033,-119.80266,-0.764327,-5.636229,-1.4667107,13.098375,0.6121109,0.10812813,0.5912517,-0.00301535,-4.48662,1.0032699,0.6971769,14.175812,0.8720475,-18.177856,-1.1754383,5.4657226,3.4783485,-46.291443,-0.5629423,-14.38091,25.839209,-0.01436382,0.01057335,0.02980644,1.8099548,0.91533184,0.465,0.04031129,0.60249996,0.50281084,-25.657785
"03-02-06-01-01-01-08",2,6,1,1,1,8,"f",44.83684,0.04556944,43.69054,44.11026,46.033203,2.3426628,27.327364,22.980087,25.245289,21.323936,0.28304493,1.1933546,0.01799312,0.11466507,0.60868675,0.5906936,4.791333,2.438305,4.4689646,2.574922,0.09948143,1.3928949,13.007404,0.975428,-6.0757375,-3.097453,6.8352504,2.176377,-12.141144,-2.0957286,0.01160962,1.1808774,0.7613018,0.90456676,12.857617,0.3841412,4.1925216,1.8195072,13.205013,0.63474154,872.62195,0.32746154,1213.4297,0.32680076,-130.69836,-0.68133277,1820.8534,0.16298847,990.92316,0.5023839,-122.28484,-0.70737696,2933.5544,0.09376966,731.19336,0.6481519,-124.62674,-0.6715513,-10.363573,-0.8774761,22.333616,0.37014222,0.11918931,0.43473232,-0.00199796,-6.168218,0.21350548,0.67241997,21.855501,0.509744,-17.936134,-0.9333705,1.593253,10.7823305,-34.746544,-0.55335236,-14.609617,26.013592,0.00444317,0.00872318,0.01149166,1.9067798,1.0706638,0.394,0.24071561,0.31625,0.43537158,-37.049156
